1,1,1
0.85714,1,1
0.71429,1,1
0.57143,1,1
0.42857,1,1
0.28571,1,1
0.14286,1,1
0,1,1
0.076923,0.95385,1
0.15385,0.90769,1
0.23077,0.86154,1
0.30769,0.81538,1
0.38462,0.76923,1
0.46154,0.72308,1
0.53846,0.67692,1
0.61538,0.63077,1
0.69231,0.58462,1
0.76923,0.53846,1
0.84615,0.49231,1
0.92308,0.44615,1
1,0.4,1
1,0.38857,0.97143
1,0.37714,0.94286
1,0.36571,0.91429
1,0.35429,0.88571
1,0.34286,0.85714
1,0.33143,0.82857
1,0.32,0.8
1,0.30857,0.77143
1,0.29714,0.74286
1,0.28571,0.71429
1,0.27429,0.68571
1,0.26286,0.65714
1,0.25143,0.62857
1,0.24,0.6
1,0.22857,0.57143
1,0.21714,0.54286
1,0.20571,0.51429
1,0.19429,0.48571
1,0.18286,0.45714
1,0.17143,0.42857
1,0.16,0.4
1,0.14857,0.37143
1,0.13714,0.34286
1,0.12571,0.31429
1,0.11429,0.28571
1,0.10286,0.25714
1,0.091429,0.22857
1,0.08,0.2
1,0.068571,0.17143
1,0.057143,0.14286
1,0.045714,0.11429
1,0.034286,0.085714
1,0.022857,0.057143
1,0.011429,0.028571
1,0,0
0.9375,0,0
0.875,0,0
0.8125,0,0
0.75,0,0
0.6875,0,0
0.625,0,0
0.5625,0,0
0.5,0,0
